nome,data,abertura,maior_valor,menor_valor,fechamento
bitcoin,2023-08-27,26043.0,26087.0,25991.0,26002.0
bitcoin,2023-08-31,26002.0,27999.0,25886.0,27297.0
bitcoin,2023-09-04,27303.0,27403.0,25438.0,25960.0
bitcoin,2023-09-08,25969.0,26401.0,25476.0,26192.0
bitcoin,2023-09-12,26215.0,26383.0,25006.0,25133.0
bitcoin,2023-09-16,25163.0,26834.0,25125.0,26635.0
bitcoin,2023-09-20,26610.0,27454.0,26417.0,27219.0
bitcoin,2023-09-24,27213.0,27373.0,26406.0,26574.0
bitcoin,2023-09-28,26571.0,26819.0,26023.0,26350.0
bitcoin,2023-10-02,26354.0,28042.0,26323.0,27968.0
bitcoin,2023-10-06,27988.0,28494.0,27265.0,27436.0
bitcoin,2023-10-10,27408.0,28179.0,27243.0,27594.0
bitcoin,2023-10-14,27585.0,27726.0,26570.0,26841.0
bitcoin,2023-10-18,26861.0,29483.0,26816.0,28418.0
bitcoin,2023-10-22,28414.0,30253.0,28188.0,29920.0
bitcoin,2023-10-26,29920.0,35066.0,29741.0,34472.0
bitcoin,2023-10-30,34498.0,34819.0,33450.0,34556.0
bitcoin,2023-11-03,34525.0,35878.0,34108.0,34924.0
bitcoin,2023-11-07,34937.0,35366.0,34123.0,35031.0
bitcoin,2023-11-11,35058.0,37936.0,34546.0,37344.0
bitcoin,2023-11-15,37319.0,37404.0,35110.0,35545.0
bitcoin,2023-11-19,35541.0,37904.0,35389.0,36582.0
bitcoin,2023-11-23,36588.0,37795.0,35788.0,37465.0
bitcoin,2023-11-27,37427.0,38349.0,36972.0,37492.0
bitcoin,2023-12-01,37472.0,38351.0,36770.0,37712.0
bitcoin,2023-12-05,37720.0,42403.0,37632.0,41974.0
bitcoin,2023-12-09,41985.0,44676.0,41453.0,44202.0
bitcoin,2023-12-13,44158.0,44346.0,40322.0,41451.0
bitcoin,2023-12-17,41459.0,43329.0,40712.0,42247.0
bitcoin,2023-12-21,42248.0,44201.0,40571.0,43634.0
bitcoin,2023-12-25,43660.0,44243.0,42895.0,43035.0
bitcoin,2023-12-29,42999.0,43789.0,41820.0,42601.0
bitcoin,2024-01-02,42591.0,44169.0,41574.0,44169.0
bitcoin,2024-01-06,44148.0,45870.0,41805.0,44114.0
bitcoin,2024-01-10,44165.0,47680.0,43248.0,46106.0
bitcoin,2024-01-14,46141.0,48888.0,41730.0,42848.0
bitcoin,2024-01-18,42823.0,43539.0,41747.0,42714.0
bitcoin,2024-01-22,42753.0,42883.0,40300.0,41542.0
bitcoin,2024-01-26,41546.0,41645.0,38520.0,39938.0
bitcoin,2024-01-30,39917.0,43287.0,39827.0,43268.0
bitcoin,2024-02-03,43286.0,43762.0,41883.0,43171.0
bitcoin,2024-02-07,43173.0,43520.0,42284.0,43088.0
bitcoin,2024-02-11,43078.0,48106.0,42759.0,47769.0
bitcoin,2024-02-15,47770.0,51937.0,47624.0,51790.0
bitcoin,2024-02-19,51821.0,52801.0,50675.0,52138.0
bitcoin,2024-02-23,52117.0,52902.0,50706.0,51320.0
bitcoin,2024-02-27,51295.0,54925.0,50598.0,54478.0
bitcoin,2024-03-02,54528.0,63637.0,54478.0,62427.0
bitcoin,2024-03-06,62418.0,68913.0,60861.0,64292.0
bitcoin,2024-03-10,63789.0,69428.0,62933.0,68508.0
bitcoin,2024-03-14,68484.0,73604.0,67785.0,73098.0
bitcoin,2024-03-18,73091.0,73738.0,64866.0,68425.0
bitcoin,2024-03-22,68425.0,68834.0,60914.0,65536.0
bitcoin,2024-03-26,65492.0,71007.0,62450.0,69939.0
bitcoin,2024-03-30,69946.0,71552.0,68490.0,69919.0
bitcoin,2024-04-03,69906.0,71344.0,64693.0,65440.0
bitcoin,2024-04-07,65450.0,69577.0,64673.0,69001.0
bitcoin,2024-04-11,68896.0,72632.0,67569.0,70528.0
bitcoin,2024-04-15,70602.0,71221.0,61514.0,65753.0
bitcoin,2024-04-19,65680.0,66798.0,60062.0,63462.0
bitcoin,2024-04-23,63517.0,67208.0,60022.0,66842.0
bitcoin,2024-04-27,66840.0,67166.0,62924.0,63802.0
bitcoin,2024-05-01,63752.0,64555.0,59131.0,60749.0
bitcoin,2024-05-05,60570.0,64349.0,56637.0,63820.0
bitcoin,2024-05-09,63917.0,65489.0,60842.0,61216.0
bitcoin,2024-05-13,61188.0,63458.0,60321.0,61507.0
bitcoin,2024-05-17,61484.0,66568.0,60777.0,65261.0
bitcoin,2024-05-21,65216.0,71619.0,65157.0,71430.0
bitcoin,2024-05-25,71464.0,71650.0,66666.0,68540.0
bitcoin,2024-05-29,68517.0,70602.0,67201.0,68317.0
bitcoin,2024-06-02,68302.0,69467.0,66722.0,67704.0
bitcoin,2024-06-06,67729.0,71741.0,67374.0,71185.0
bitcoin,2024-06-10,71054.0,71931.0,68856.0,69654.0
bitcoin,2024-06-14,69649.0,70127.0,66208.0,66700.0
bitcoin,2024-06-18,66746.0,67265.0,65019.0,66460.0
bitcoin,2024-06-22,66469.0,66529.0,63358.0,64072.0
bitcoin,2024-06-26,64121.0,64496.0,59086.0,61770.0
bitcoin,2024-06-30,61817.0,62378.0,60041.0,60864.0
bitcoin,2024-07-04,60890.0,63791.0,59427.0,60245.0
bitcoin,2024-07-08,60156.0,60407.0,53898.0,55880.0
bitcoin,2024-07-12,55843.0,59322.0,54321.0,57388.0
bitcoin,2024-07-16,57338.0,64835.0,56608.0,64835.0
bitcoin,2024-07-20,64834.0,67386.0,62602.0,66690.0
bitcoin,2024-07-24,66710.0,68480.0,65495.0,65942.0
bitcoin,2024-07-28,65908.0,69371.0,63515.0,68055.0
bitcoin,2024-08-01,67777.0,69908.0,64543.0,64680.0
bitcoin,2024-08-05,64587.0,65505.0,57399.0,58006.0
bitcoin,2024-08-09,58164.0,62491.0,49221.0,61859.0
bitcoin,2024-08-13,61570.0,61668.0,57815.0,59350.0
bitcoin,2024-08-17,59347.0,61540.0,56647.0,58882.0
bitcoin,2024-08-21,58873.0,61361.0,57918.0,59060.0
bitcoin,2024-08-25,59029.0,64828.0,58905.0,64157.0
ethereum,2023-08-27,1653.16,1654.31,1643.67,1645.9
ethereum,2023-08-31,1646.0,1741.29,1632.48,1705.11
ethereum,2023-09-04,1705.46,1717.87,1605.79,1635.4
ethereum,2023-09-08,1635.64,1659.1,1610.35,1646.31
ethereum,2023-09-12,1646.64,1653.45,1539.24,1549.89
ethereum,2023-09-16,1552.2,1652.73,1549.62,1641.93
ethereum,2023-09-20,1641.05,1667.95,1610.47,1643.7
ethereum,2023-09-24,1643.25,1650.19,1573.13,1593.18
ethereum,2023-09-28,1593.53,1631.64,1564.71,1597.42
ethereum,2023-10-02,1597.71,1735.33,1597.32,1733.82
ethereum,2023-10-06,1734.29,1740.08,1610.86,1612.99
ethereum,2023-10-10,1611.29,1657.82,1560.9,1580.18
ethereum,2023-10-14,1579.61,1594.82,1523.35,1550.97
ethereum,2023-10-18,1552.29,1630.06,1545.69,1565.06
ethereum,2023-10-22,1565.02,1640.09,1545.96,1629.3
ethereum,2023-10-26,1629.27,1851.67,1624.16,1785.56
ethereum,2023-10-30,1787.29,1861.11,1752.23,1798.17
ethereum,2023-11-03,1796.74,1873.12,1779.75,1800.91
ethereum,2023-11-07,1801.07,1913.15,1778.22,1898.52
ethereum,2023-11-11,1900.83,2132.75,1853.95,2078.85
ethereum,2023-11-15,2077.95,2113.61,1963.47,1980.52
ethereum,2023-11-19,1978.57,2079.65,1912.46,1962.63
ethereum,2023-11-23,1962.8,2088.04,1940.08,2065.94
ethereum,2023-11-27,2063.87,2130.84,2041.12,2064.07
ethereum,2023-12-01,2062.87,2076.14,1986.49,2051.76
ethereum,2023-12-05,2052.54,2271.34,2046.51,2242.96
ethereum,2023-12-09,2244.35,2385.1,2191.16,2359.89
ethereum,2023-12-13,2358.07,2399.12,2162.97,2200.33
ethereum,2023-12-17,2201.64,2331.32,2154.93,2227.94
ethereum,2023-12-21,2227.25,2258.55,2123.86,2198.42
ethereum,2023-12-25,2201.67,2342.01,2184.99,2264.91
ethereum,2023-12-29,2265.37,2442.31,2189.94,2345.26
ethereum,2024-01-02,2345.04,2382.04,2267.55,2350.03
ethereum,2024-01-06,2350.09,2434.45,2148.36,2267.09
ethereum,2024-01-10,2266.78,2362.86,2170.31,2341.16
ethereum,2024-01-14,2344.84,2698.43,2344.84,2575.92
ethereum,2024-01-18,2577.53,2609.51,2472.13,2528.33
ethereum,2024-01-22,2529.59,2546.28,2418.57,2454.91
ethereum,2024-01-26,2453.85,2462.26,2168.8,2219.61
ethereum,2024-01-30,2217.35,2318.14,2197.62,2314.59
ethereum,2024-02-03,2316.96,2385.34,2246.98,2307.43
ethereum,2024-02-07,2307.46,2386.18,2273.36,2372.76
ethereum,2024-02-11,2372.07,2522.34,2352.2,2499.49
ethereum,2024-02-15,2501.19,2785.55,2472.23,2780.37
ethereum,2024-02-19,2780.18,2894.2,2725.37,2874.95
ethereum,2024-02-23,2875.49,3028.6,2859.98,2974.13
ethereum,2024-02-27,2972.36,3204.18,2906.7,3173.63
ethereum,2024-03-02,3179.54,3514.33,3167.51,3431.75
ethereum,2024-03-06,3433.11,3817.25,3360.08,3581.53
ethereum,2024-03-10,3553.68,3998.19,3508.16,3916.04
ethereum,2024-03-14,3914.68,4085.78,3800.05,4007.91
ethereum,2024-03-18,4005.85,4009.15,3431.16,3643.28
ethereum,2024-03-22,3643.77,3643.77,3070.9,3493.43
ethereum,2024-03-26,3492.15,3645.49,3257.83,3588.49
ethereum,2024-03-30,3589.3,3682.96,3468.97,3516.1
ethereum,2024-04-03,3514.21,3657.66,3228.5,3274.9
ethereum,2024-04-07,3276.03,3436.89,3224.18,3362.84
ethereum,2024-04-11,3355.71,3722.31,3347.39,3539.76
ethereum,2024-04-15,3543.6,3611.83,2878.22,3157.68
ethereum,2024-04-19,3154.16,3266.62,2936.48,3064.91
ethereum,2024-04-23,3066.62,3232.07,2876.08,3199.77
ethereum,2024-04-27,3200.82,3289.86,3082.0,3131.42
ethereum,2024-05-01,3130.37,3345.29,2916.38,3018.55
ethereum,2024-05-05,3010.01,3164.81,2826.93,3115.02
ethereum,2024-05-09,3117.96,3221.25,2942.79,2975.73
ethereum,2024-05-13,2973.59,3058.61,2888.37,2931.31
ethereum,2024-05-17,2928.75,3040.59,2866.02,2943.59
ethereum,2024-05-21,2944.04,3698.97,2936.23,3656.39
ethereum,2024-05-25,3661.56,3937.9,3635.43,3727.07
ethereum,2024-05-29,3726.53,3968.15,3712.37,3840.69
ethereum,2024-06-02,3840.99,3875.64,3702.32,3813.45
ethereum,2024-06-06,3814.26,3884.76,3743.68,3871.08
ethereum,2024-06-10,3863.41,3876.45,3642.09,3705.9
ethereum,2024-06-14,3705.99,3706.86,3434.52,3465.32
ethereum,2024-06-18,3470.33,3645.9,3366.75,3510.36
ethereum,2024-06-22,3509.86,3620.96,3377.4,3516.88
ethereum,2024-06-26,3517.54,3518.22,3245.7,3395.3
ethereum,2024-06-30,3395.88,3483.6,3326.62,3371.28
ethereum,2024-07-04,3373.0,3514.17,3254.14,3295.81
ethereum,2024-07-08,3291.12,3309.13,2830.97,2928.6
ethereum,2024-07-12,2928.69,3195.14,2829.02,3102.09
ethereum,2024-07-16,3099.51,3493.82,3050.7,3488.54
ethereum,2024-07-20,3489.55,3538.41,3356.94,3505.22
ethereum,2024-07-24,3506.06,3560.21,3403.72,3482.98
ethereum,2024-07-28,3481.46,3484.66,3098.69,3254.61
ethereum,2024-08-01,3243.83,3395.72,3202.15,3233.08
ethereum,2024-08-05,3229.41,3240.67,2655.59,2682.44
ethereum,2024-08-09,2690.65,2709.43,2171.25,2685.01
ethereum,2024-08-13,2676.89,2737.53,2523.26,2726.78
ethereum,2024-08-17,2724.08,2760.82,2532.69,2592.25
ethereum,2024-08-21,2592.14,2697.94,2562.11,2575.64
ethereum,2024-08-25,2572.69,2817.84,2546.28,2767.84
tether,2023-08-27,0.99923,1.0,0.998576,0.999656
tether,2023-08-31,0.999387,1.004,0.986165,0.999715
tether,2023-09-04,1.0,1.006,0.996735,0.999607
tether,2023-09-08,0.999891,1.006,0.99552,0.999929
tether,2023-09-12,0.998816,1.002,0.994504,0.999701
tether,2023-09-16,1.0,1.004,0.994381,0.999895
tether,2023-09-20,0.999987,1.003,0.995445,0.999855
tether,2023-09-24,1.0,1.004,0.998075,1.0
tether,2023-09-28,1.0,1.003,0.996813,0.999394
tether,2023-10-02,0.999173,1.005,0.995481,0.999755
tether,2023-10-06,0.999857,1.003,0.997612,0.99977
tether,2023-10-10,0.99977,1.003,0.998257,1.0
tether,2023-10-14,1.0,1.002,0.997588,0.999721
tether,2023-10-18,0.999688,1.015,0.996227,1.0
tether,2023-10-22,1.0,1.005,0.99683,1.0
tether,2023-10-26,1.001,1.055,0.99386,1.001
tether,2023-10-30,1.001,1.004,0.994532,1.001
tether,2023-11-03,1.0,1.004,0.997885,0.999912
tether,2023-11-07,1.0,1.005,0.997585,1.001
tether,2023-11-11,1.0,1.007,0.992988,1.0
tether,2023-11-15,1.0,1.003,0.996109,1.0
tether,2023-11-19,1.0,1.01,0.99398,1.001
tether,2023-11-23,1.0,1.005,0.995896,1.001
tether,2023-11-27,0.99996,1.004,0.997859,1.0
tether,2023-12-01,1.0,1.003,0.997785,0.999617
tether,2023-12-05,1.0,1.006,0.994846,1.0
tether,2023-12-09,1.0,1.007,0.996412,1.001
tether,2023-12-13,1.001,1.004,0.992586,0.999058
tether,2023-12-17,0.99922,1.006,0.997101,0.999842
tether,2023-12-21,0.9996,1.004,0.992848,0.999983
tether,2023-12-25,1.001,1.004,0.996102,0.999609
tether,2023-12-29,0.999948,1.008,0.996116,1.0
tether,2024-01-02,1.0,1.004,0.996392,1.001
tether,2024-01-06,1.0,1.01,0.988917,1.001
tether,2024-01-10,1.001,1.011,0.989555,1.0
tether,2024-01-14,1.001,1.005,0.98976,1.001
tether,2024-01-18,1.0,1.004,0.995295,0.999528
tether,2024-01-22,0.999661,1.004,0.994895,0.999102
tether,2024-01-26,0.999347,1.003,0.99605,1.0
tether,2024-01-30,0.999359,1.004,0.99727,0.999945
tether,2024-02-03,1.0,1.002,0.99485,0.999755
tether,2024-02-07,0.999626,1.002,0.994816,0.999341
tether,2024-02-11,0.999491,1.005,0.996926,1.0
tether,2024-02-15,1.0,1.008,0.995356,1.0
tether,2024-02-19,1.001,1.005,0.996211,1.001
tether,2024-02-23,0.999947,1.004,0.993982,0.999726
tether,2024-02-27,0.999573,1.006,0.996354,1.0
tether,2024-03-02,1.001,1.01,0.986186,1.0
tether,2024-03-06,0.999943,1.007,0.989758,1.001
tether,2024-03-10,0.999565,1.008,0.991779,1.002
tether,2024-03-14,1.002,1.006,0.994512,1.0
tether,2024-03-18,1.0,1.008,0.987473,0.99983
tether,2024-03-22,0.999834,1.01,0.989403,1.0
tether,2024-03-26,0.999599,1.006,0.993364,0.999959
tether,2024-03-30,0.999359,1.005,0.994971,1.0
tether,2024-04-03,1.0,1.004,0.988621,1.001
tether,2024-04-07,1.0,1.007,0.993481,0.998835
tether,2024-04-11,0.99972,1.003,0.995748,1.0
tether,2024-04-15,1.001,1.006,0.990818,1.001
tether,2024-04-19,1.001,1.006,0.996702,1.0
tether,2024-04-23,1.001,1.005,0.995231,0.999956
tether,2024-04-27,1.0,1.002,0.995361,0.999696
tether,2024-05-01,0.999556,1.003,0.994201,0.998694
tether,2024-05-05,0.997448,1.003,0.994226,1.0
tether,2024-05-09,1.001,1.003,0.997384,0.99986
tether,2024-05-13,0.999833,1.003,0.995633,0.99928
tether,2024-05-17,0.999906,1.003,0.996814,0.999919
tether,2024-05-21,0.999634,1.006,0.996843,1.0
tether,2024-05-25,1.001,1.005,0.994819,0.999534
tether,2024-05-29,0.999604,1.002,0.993144,0.998849
tether,2024-06-02,0.998733,1.003,0.995852,0.999377
tether,2024-06-06,0.999496,1.004,0.996065,1.001
tether,2024-06-10,0.999911,1.002,0.992054,1.0
tether,2024-06-14,0.999958,1.006,0.992334,0.999079
tether,2024-06-18,0.999612,1.002,0.99624,0.99963
tether,2024-06-22,0.999949,1.003,0.99592,0.999555
tether,2024-06-26,0.999658,1.004,0.995464,0.999919
tether,2024-06-30,1.0,1.002,0.994482,0.998366
tether,2024-07-04,0.998476,1.002,0.994715,0.999139
tether,2024-07-08,0.998185,1.005,0.991422,0.999859
tether,2024-07-12,0.998805,1.008,0.994625,1.0
tether,2024-07-16,0.999845,1.008,0.997657,1.001
tether,2024-07-20,1.001,1.004,0.996601,1.0
tether,2024-07-24,1.001,1.005,0.99322,1.0
tether,2024-07-28,0.999941,1.005,0.995508,1.0
tether,2024-08-01,0.997409,1.003,0.995938,0.999927
tether,2024-08-05,0.999595,1.004,0.995558,0.998332
tether,2024-08-09,1.0,1.009,0.991565,1.001
tether,2024-08-13,0.998436,1.008,0.995086,1.0
tether,2024-08-17,1.0,1.004,0.994881,0.999803
tether,2024-08-21,1.0,1.005,0.997735,0.99993
tether,2024-08-25,0.999744,1.013,0.992321,1.001
binancecoin,2023-08-27,218.38,218.75,216.06,216.14
binancecoin,2023-08-31,216.25,232.21,215.7,223.73
binancecoin,2023-09-04,223.8,225.29,211.52,214.3
binancecoin,2023-09-08,214.34,217.72,212.55,216.71
binancecoin,2023-09-12,216.71,218.04,204.26,205.79
binancecoin,2023-09-16,206.08,214.85,205.07,214.1
binancecoin,2023-09-20,214.18,220.7,213.44,217.17
binancecoin,2023-09-24,217.12,217.68,209.5,210.46
binancecoin,2023-09-28,210.49,216.0,207.44,212.0
binancecoin,2023-10-02,211.97,219.48,211.41,217.96
binancecoin,2023-10-06,218.05,221.09,210.36,210.82
binancecoin,2023-10-10,210.61,214.4,203.82,205.69
binancecoin,2023-10-14,205.71,210.41,203.45,205.82
binancecoin,2023-10-18,205.99,217.59,205.72,211.62
binancecoin,2023-10-22,211.63,216.33,208.47,214.23
binancecoin,2023-10-26,214.28,236.45,213.9,221.94
binancecoin,2023-10-30,222.14,229.84,219.83,227.18
binancecoin,2023-11-03,227.06,232.9,222.67,231.83
binancecoin,2023-11-07,231.85,255.02,226.32,253.41
binancecoin,2023-11-11,254.69,257.78,242.79,250.93
binancecoin,2023-11-15,251.11,255.01,236.9,242.14
binancecoin,2023-11-19,242.23,255.59,239.03,244.83
binancecoin,2023-11-23,244.89,266.86,224.85,236.08
binancecoin,2023-11-27,236.1,238.52,229.16,232.07
binancecoin,2023-12-01,231.92,232.96,223.78,227.6
binancecoin,2023-12-05,227.62,235.57,226.45,233.29
binancecoin,2023-12-09,233.13,239.95,228.66,238.99
binancecoin,2023-12-13,238.82,256.73,230.23,254.95
binancecoin,2023-12-17,254.39,255.71,243.76,244.16
